DSMUID,MackConfig,SVID,WNsf,TOWsf,Section 0-index,Mack bits
STEP0,0,22,1018,432121,1,41E160051E0900DA206001641A0070D5F8C70049F850E5AC16C568080A16
STEP0,0,23,1018,432121,0,9DBD2B0D4A1A00633070096F1800B55D9A7176A09A74FCD8FCF1E823907B
STEP0,0,23,1018,432121,1,17417001A71600797050095D10007C92DC59D496AF03747BB4D1FEDD63F1
STEP0,0,24,1018,432121,0,41987505981A008081100E2A1700AA7D00A5C605CD354AE71A136904BC7C
STEP0,0,24,1018,432121,1,C611800C60070094505008F00C0051E06AE5CB99EF4DC258053627431D8B
STEP0,0,25,1018,432121,0,4B58F4096102005691300A0C140085711826C8BC1E6246727A1BD329A12A
STEP0,0,25,1018,432121,1,0AB1900BC30E00C2E080080003007C291E9C22663052E57528CD2A21276D
STEP0,0,26,1018,432121,0,C337CD071805003581700B4D18005B70D7EDDA3C7847B8B2A7F7105B3635
STEP0,0,26,1018,432121,1,62F1A005F80A002EE0700613040043332DB0B42B7567E5BB5B561F95AA6C
STEP0,0,27,1018,432121,0,C43D71099B0C006F21100D57120077A3947486ED2FA604A057CE851A02F0
STEP0,0,27,1018,432121,1,FFF1B006401800B3E0A00ECB0D003631A17F5B0ADC41B3EE93347834F490
STEP0,0,1,1018,432151,0,7B0EE70E150E0057E0200C2D0800D7512955C30EDBBF15AF99A625685BAB
STEP0,0,1,1018,432151,1,8560100B9E0D0017E13008521400A6398ED98303E13D34E9ED168E2AD5A2
STEP0,0,2,1018,432151,0,8AEAEC02141900339140033801000070AAB0315E3AD164BD1EBC22D512FC
STEP0,0,2,1018,432151,1,3880200C3B0300A2B12007E61500EDE09DC7D333FA10D4B3A18538AC88E9
STEP0,0,3,1018,432151,0,A0AA130DEA04002E902000511400E57BFDA1516CE8F3FE41F0AE3018C763
STEP0,0,3,1018,432151,1,69A03008F10A00EC80900DED0B0073A50D3437F8B4A4B56EE428DD35ECB6
STEP0,0,4,1018,432151,0,D7AA6E0307090036D03001220500A37365084D091126EB492EFA9B4700DB
STEP0,0,4,1018,432151,1,F8F0400D3F0B003BA1A00F621B005C2C32F3877CC360487C77286C1CB908
STEP0,0,5,1018,432151,0,FBDA28057D0A00418040065B0600046308297E8BF6791B295DA42C59E145
STEP0,0,5,1018,432151,1,3300500F2F09002031700FC01800AB6C80AB25992CC479B548F8373A321F
STEP0,0,6,1018,432151,0,F331FE05111A00424180033A0700CF4C368BD5893B19B9506546CD67A6B2
STEP0,0,6,1018,432151,1,45D06006CD05007131600013110019F89F58BC9109446D239E4D35F77516
STEP0,0,7,1018,432151,0,9A1B3204BF060023508009E01800B853CAF53D522F098F37944CDFF4F6D1
STEP0,0,7,1018,432151,1,8CE07001B80E001E40D00FEA0F0069B33897BEB6EFC899EA153D31D4F647
STEP0,0,8,1018,432151,0,2D07EB068E0D0067101007EC0700494096267E8A938119A60FD6F6F40F79
STEP0,0,8,1018,432151,1,2780800E3B0F0041619000D10C0057F942587D4BFBDA2A3D196CFE0ADD96
STEP0,0,9,1018,432151,0,E6A1470D620A001DF1000EFB0500CF2EC1A17906D9B17C8EC5F1CF1E7099
STEP0,0,9,1018,432151,1,8C1090097F1500EBD03005FB1600C6CA00DD64FDB1EF0E101496131BEE54
STEP0,0,10,1018,432151,0,44343209F00500CBA0B0016109005F9C28A388E60BC5FBB851A6D65FF640
STEP0,0,10,1018,432151,1,3BC0A00B0C0300D041A0045B1B001637292A231B63C3BD7D993E7D4A1518
STEP0,0,11,1018,432151,0,61DA100DC011004451200F560C0031073DBEF8F22DBE9D0399412347D9B1
STEP0,0,11,1018,432151,1,5CA0B007CB0A005CF0400517050070203B04946570982F522C5C9B690327
STEP0,0,12,1018,432151,0,636B3601A611002CB120073F0B0070BE18475201C7D6FAA5E1BE19236CF4
STEP0,0,12,1018,432151,1,96B0C001E40D001B11800BD01300C290340E2A6BAA142F1ABE4DCCA45BD3
STEP0,0,13,1018,432151,0,23B34B08690C00A6A0E001050100B8E6FE8C43A3D732CF4EF41FA5573EC2
STEP0,0,13,1018,432151,1,2490D00D1D110022207003B51200D164B03BCD3BD0206EE2EDB6B8F9FE45
STEP0,0,14,1018,432151,0,A1F89E0D0A01006720F0097D0D0073BB0D08972C99DD3EF395DCD55BB1CD
STEP0,0,14,1018,432151,1,A1E0E005590700D8A190026416004A29134182EF2423DFA8869DBF7DDEBC
STEP0,0,15,1018,432151,0,AD37E006B516004A00E001001000F29E02589857D4FAFBDF9737BEB060BF
STEP0,0,15,1018,432151,1,69D0F00ED8080024A010011107008683F96CCAE1E99F55C1E11F29A919DA
STEP0,0,16,1018,432151,0,9476200A3016000780F0098E090082516222286CBA933308C532D4883608
STEP0,0,16,1018,432151,1,5661000ECD14009881700FB3040022E63D0C1A5696D9D8FB87D1F3B9CA78
STEP0,0,17,1018,432151,0,711D3506481B003920B00B461800BDE602D1B8559B1CBDB83124FF69AE87
STEP0,0,17,1018,432151,1,5F811006A412002730D00CA906007140AD82FB9E961CAF20FBD2BE962FF3
STEP0,0,18,1018,432151,0,8EACD50EA70C005620B00CB011006541431084D13F496D2D4DA96E72076B
STEP0,0,18,1018,432151,1,9E512006B8130097F0D00A0102002BB574D7A4E3F24EE5AA1B52B5577685
STEP0,0,19,1018,432151,0,6C574F0A791900E8603003211400D21EC8B7363DAA3EC97D8CAEB06D7EE6
STEP0,0,19,1018,432151,1,C0E1300EAB1200F19010033E1B002CCD948ADC3C147FE3F2E0443DD027FA
STEP0,0,20,1018,432151,0,AC0EEE07A3190062813003291500370D9DBA4462C19A76B0D046897E8232
STEP0,0,20,1018,432151,1,D62140016D03004B7010007810000084672B5425DBE676B918A8FC3DECD7
STEP0,0,21,1018,432151,0,8E4F7B0EB20F0059E16001311400E0C29F8BFEEC27CCC39DB0E9995F711E
STEP0,0,21,1018,432151,1,BDE1500BCE09009290200F1119003E8B2CBFDDFDA08EC092C276911AC0D9
STEP0,0,22,1018,432151,0,51D5D10D060F0016015003A817006C1A366C5C1019ECEE390A1207EDCC87
STEP0,0,22,1018,432151,1,8E61600F4A09002570600A6E1A00201DF247935E3A6B9451928B52DFA416
STEP0,0,23,1018,432151,0,33EB3A04871A004CB07006D11800FF217087CD3C771E56D8EA618F764351
STEP0,0,23,1018,432151,1,5E2170036316003890500AD4100064F2D177384316359B55493A6F063D88
STEP0,0,24,1018,432151,0,5264B9045E1A00BE01100F681700D5D968389003FA302E7E447E48B815AB
STEP0,0,24,1018,432151,1,E0918003BD070087C05006A20C0037E6CB9EA414E03B7A863D06654CC91B
STEP0,0,25,1018,432151,0,B06CF30045020082313003EC14005718094AEA1B6D670F414DC89BE586C0
STEP0,0,25,1018,432151,1,6CC190049C0E00F1308002520300E38D5CB79384531D63F6C8B6905FFD9F
STEP0,0,26,1018,432151,0,C37D90027505002B817007951800A0955BA32525C7BAD7D69257637DDBE1
STEP0,0,26,1018,432151,1,6B31A00E0A0A00CDC0700B220400FEA85CE2F21C78BDC73598DA7EE6D86C
STEP0,0,27,1018,432151,0,B2AFFC0E8C0C00B0911002F5120025452EDA5389900550AA00DD298B30D1
STEP0,0,27,1018,432151,1,68B1B0012B180002B0A001B20D0007C5B0EC5114BA85F3DF09700DA5284A
STEP0,0,1,1018,432181,0,67788405820E008D40200F8C08005995F6C14B02F70B581A9571BE45F53B
STEP0,0,1,1018,432181,1,1B90100A1C0D009BA1300A6D14005902C1F9435E09A999C450915739F905
STEP0,0,2,1018,432181,0,D8FA68039919003B01400E0A01002962539917DF3893C16C04DDE20E50DF
STEP0,0,2,1018,432181,1,1B3020042C03001C812009DF1500BEDC8E31D72C7002EC5C49E45E5C293C
STEP0,0,3,1018,432181,0,2C4DD9024004009AD02002BE14007CA32B86833DEDC648F10E8C5688FF21
STEP0,0,3,1018,432181,1,AA0030031E0A000C70900BFA0B00591857D0ED154ACEC43289F111F48CAC
STEP0,0,4,1018,432181,0,5D46C904640900C88030053B0500811CCACFBA4972F67C8F0E9A2BE8D655
STEP0,0,4,1018,432181,1,77B0400B5B0B002541A00A511B00CAB1D0105D5FEDFD397F28A0D78B3164
STEP0,0,5,1018,432181,0,098CAD0B280A005E80400FB20600DC6100BD276ABF00AC820E93AB4490EC
STEP0,0,5,1018,432181,1,BB2050004909005E41700E6D1800AEDE8A57F2A80D9B5F5ED8B435975485
STEP0,0,6,1018,432181,0,D4ED2507B71A0052618005730700483D33152B39B9A45AFA0280F0E74334
STEP0,0,6,1018,432181,1,4030600DF005001CE160037E11008CD6982BF9B5BFEC844FB5422AC969AF
STEP0,0,7,1018,432181,0,C121220CB40600A9B080092118007F0538FF6698C1D2BB374A8F9B540799
STEP0,0,7,1018,432181,1,A650700E430E007E60D00A280F0096A5AE98B44E7835F21C94A8B1FD4036
STEP0,0,8,1018,432181,0,4C865A017B0D00CE3010055C0700B3B76E54B8881CFB19847D8304F726AF
STEP0,0,8,1018,432181,1,F4108009330F00BBB19006700C002EBC639C355CED57D23D2109061CB036
STEP0,0,9,1018,432181,0,1A08D401D60A00E0E1000E0A050055E071B755EA9190D5FBAC2760E764AC
STEP0,0,9,1018,432181,1,8690900B27150025803003A61600AD88B29464C3A41016E4B965BAEC06FD
STEP0,0,10,1018,432181,0,D3300F0DD805009D90B00D9409005250223051440D8188E3B7085CF0C4C4
STEP0,0,10,1018,432181,1,7C50A009040300A031A000BB1B007703E3C355682407EA8412B60D9F5546
STEP0,0,11,1018,432181,0,2F4C9E0E6D11000C6120018B0A00ED77CC2132FF484DE8F34BB42FEF43A6
STEP0,0,11,1018,432181,1,8360B005C70C006DE0400B9E0500C29713B7E97E593116687DE3CAA44C64
STEP0,0,12,1018,432181,0,8344B909A51100BD612000910B0022B1173802BA5C0FD1EE1FF8F8A23C78
STEP0,0,12,1018,432181,1,92A0C00ABC0D00765180065C13004A4A0DCCB91BF67D34F5FF5E7ABD5CB4
STEP0,0,13,1018,432181,0,B87B080CD30C00F2C0E0005F010081BC55CD82B390215F6FB920B68A1646
STEP0,0,13,1018,432181,1,B940D004B511008A707005DE1200C02B3774D119137A10D1B01F1CDD0AF5
STEP0,0,14,1018,432181,0,0319980F0B010050B0F007AF0D00CEA2829A706AA777531BC84692037EDA
STEP0,0,14,1018,432181,1,ED90E007AC0700DFD1900AA916003F3DE37699C5EFD31E87690AE0A2FA93
STEP0,0,15,1018,432181,0,77D6CE095716009980E0094E10009D593CC679C161CA7DD578844289CD90
STEP0,0,15,1018,432181,1,92F0F005F5080087301005A507000AB14A5E1CB5172EED6F2ECB9C0CC9F9
STEP0,0,16,1018,432181,0,FF12EF046316002A00F0073A0900FEDBCCCFD87F40DA8ED6126024FDB420
STEP0,0,16,1018,432181,1,A05100039F1400C4617007D704006DA1AC781728E295EAB877774A31E56D
STEP0,0,17,1018,432181,0,6450500C081B00D5B0B00ACA1800C74B3E6209487A1AA21CD8ECCC39353D
