DSMUID,MackConfig,SVID,WNsf,TOWsf,Section 0-index,Mack bits
CIDKR0_DAY0_OP_NOM,0,24,1018,432121,0,665B098088401A00F25C1100273517002C1F6AF1F6149E67D5C38DE50907
CIDKR0_DAY0_OP_NOM,0,24,1018,432121,1,10FF0700A0630500549F0C007D4A1B00E3AA395DF1A1C227D8BA9C666CB8
CIDKR0_DAY0_OP_NOM,0,25,1018,432121,0,3F51AC902A710200611913004F6C14003886BC1E84CC64B583C6060714A8
CIDKR0_DAY0_OP_NOM,0,25,1018,432121,1,654D0E0096C8080078290300AA600D00A7ECDBAFE41FCE73DD90333B12DF
CIDKR0_DAY0_OP_NOM,0,26,1018,432121,0,2FD905D0398D05006CFB17001E071800DCC231F8D86635F65C9B216DEB9A
CIDKR0_DAY0_OP_NOM,0,26,1018,432121,1,1CB60A00750D0700FFAF0400C6D509006218F4B3F2F55AB36CC42E81A083
CIDKR0_DAY0_OP_NOM,0,27,1018,432121,0,6FF2080025960C0033331100F81312009B941144051590320FC90A9EE6FF
CIDKR0_DAY0_OP_NOM,0,27,1018,432121,1,BEB218004F150A006D820D00026C13004089BE2482D3E950502E2E87B934
CIDKR0_DAY0_OP_NOM,0,1,1018,432151,0,1C83DF30289F0E003C2802001EF10800FC7CB595B8859EA345F5CE944A95
CIDKR0_DAY0_OP_NOM,0,1,1018,432151,1,2D830D00F3B6130020F21400B7420F00C65FF715BE240F81BAF13BFCAF49
CIDKR0_DAY0_OP_NOM,0,2,1018,432151,0,CA42B3A06AED1900089914008C9501000C18067BE02EEDFB8BEAE281DE19
CIDKR0_DAY0_OP_NOM,0,2,1018,432151,1,4FBA030053C4120073E51500289B0D00BB7B54004E925E44F51966F555AF
CIDKR0_DAY0_OP_NOM,0,3,1018,432151,0,788876601CBD04006B010200DC891400A6CDA5DF98FE248593D4B7593497
CIDKR0_DAY0_OP_NOM,0,3,1018,432151,1,B9BB0A009C4E09006BAA0B0098FB190026395FF43CEB560359C4AFD293AA
CIDKR0_DAY0_OP_NOM,0,4,1018,432151,0,BA6DE230B2010900330B0300FCA305009EFE5E9C759EB77F129B6A22844F
CIDKR0_DAY0_OP_NOM,0,4,1018,432151,1,86640B00EABB1A00DE581B0092051000C4D318BE8D852A6241DB84AA42FF
CIDKR0_DAY0_OP_NOM,0,5,1018,432151,0,309F4EE045CF0A000F32040016C10600FB05E404AE123737085D46D9721C
CIDKR0_DAY0_OP_NOM,0,5,1018,432151,1,8F260900FE1B17004D9918001E1C0B000D991C8E61954D3B0E57193C041E
