UID,DsmKr bits,Kr bits,Signature bits
CIDKR0_DAY0_OP_NOM,1020230803FA78FBCA34569875D50760A1AA2D0D5E6B5758F3F76C4058EF002B3E23C4394D6BDF04B56BAE16FDA5FF4375FB182A4807680F065991ED91BCE87F236FBB2FDEC30C993C13C6D0AEA0745970346426F6DA727728D7D0,D50760A1AA2D0D5E6B5758F3F76C,4058EF002B3E23C4394D6BDF04B56BAE16FDA5FF4375FB182A4807680F065991ED91BCE87F236FBB2FDEC30C993C13C6D0AEA0745970346426F6DA727728D7D0
